path	sentence
merged_clips\clip_015362.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我怎麼從未想到這點
merged_clips\clip_015363.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我怎麼這麼糊塗
merged_clips\clip_015364.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 那麼這封信究竟是誰寫的
merged_clips\clip_015365.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 小姐妳醒了啊
merged_clips\clip_015366.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 娘妳頭痛好些了嗎
merged_clips\clip_015367.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 小姐怎麼不多休息一會兒
merged_clips\clip_015368.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 有事叫一聲就好了
merged_clips\clip_015369.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我已經沒事了
merged_clips\clip_015370.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 小姐妳找老闆嗎
merged_clips\clip_015371.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 老闆一早就出門了
merged_clips\clip_015372.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 出門前還特別交代我
merged_clips\clip_015373.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 等小姐醒了
merged_clips\clip_015374.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 要幫妳準備人蔘歸脾湯
merged_clips\clip_015375.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 幫妳補補氣血
merged_clips\clip_015376.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 他有沒有說去哪裡
merged_clips\clip_015377.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 娘爹去找永盛的老老闆
merged_clips\clip_015378.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 談進藥材事宜
merged_clips\clip_015379.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 去談生意啊
merged_clips\clip_015380.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 娘爹當然去談生意
merged_clips\clip_015381.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不然還有什麼事
merged_clips\clip_015382.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 是啊小姐
merged_clips\clip_015383.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 老闆出門談生意
merged_clips\clip_015384.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 應該很快就回來了
merged_clips\clip_015385.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 老闆娘此人說有信交給妳
merged_clips\clip_015386.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 誰要你送信
merged_clips\clip_015387.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我只知道信要送給陳夫人
merged_clips\clip_015388.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 怎麼放了信就走了
merged_clips\clip_015389.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 娘發生什麼事
merged_clips\clip_015390.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 誰寫信來
merged_clips\clip_015391.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 沒什麼事
merged_clips\clip_015392.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不過待會兒我要出門辦些事
merged_clips\clip_015393.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 店裡交給妳們兩人照顧
merged_clips\clip_015394.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 小姐
merged_clips\clip_015395.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 阿滿姨
merged_clips\clip_015396.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我娘... 家慧小姐
merged_clips\clip_015397.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我...我去看看
merged_clips\clip_015398.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 阿滿姨
merged_clips\clip_015399.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 什麼王玉娟還敢約妳見面
merged_clips\clip_015400.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 她究竟存什麼心
merged_clips\clip_015401.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我不知道
merged_clips\clip_015402.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 無論如何見面就知道了
merged_clips\clip_015403.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 小姐我看妳還是別去好了
merged_clips\clip_015404.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 為什麼不去
merged_clips\clip_015405.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 當初是她做錯事
merged_clips\clip_015406.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 難道我得躲她
merged_clips\clip_015407.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 但昨天妳已找過她
merged_clips\clip_015408.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 與她無話可說了
merged_clips\clip_015409.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 憑什麼她一封信要妳去就去
merged_clips\clip_015410.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 可是她這次回來目的是什麼
merged_clips\clip_015411.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我還不知道
merged_clips\clip_015412.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 她找我也好
merged_clips\clip_015413.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 大家可以面對面
merged_clips\clip_015414.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 把事情說清楚
merged_clips\clip_015415.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 可是我為妳擔心當初的事...
merged_clips\clip_015416.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 當初是她用手段勾引我丈夫
merged_clips\clip_015417.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 為什麼我不能想辦法逼她離開
merged_clips\clip_015418.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 哪裡做錯了
merged_clips\clip_015419.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 話這麼說沒錯
merged_clips\clip_015420.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 但那女人已經離開二十年了
merged_clips\clip_015421.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 為何此時又回來
merged_clips\clip_015422.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 誰知道她心裡想什麼
merged_clips\clip_015423.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我覺得她很陰沈
merged_clips\clip_015424.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我想小姐
merged_clips\clip_015425.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳還是別跟她見面的好
merged_clips\clip_015426.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不行
merged_clips\clip_015427.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 現在我一天到晚擔心
merged_clips\clip_015428.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 志寬與她舊情未了
merged_clips\clip_015429.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 如果這件事不當面問清楚
merged_clips\clip_015430.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我遲早會發瘋
merged_clips\clip_015431.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不行我一定得去
merged_clips\clip_015432.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 好既然小姐堅持前去
merged_clips\clip_015433.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我陪妳去
merged_clips\clip_015434.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我想她不敢對妳胡來
merged_clips\clip_015435.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不用了這是我跟她的事
merged_clips\clip_015436.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我自己可以處理
merged_clips\clip_015437.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 可是...
merged_clips\clip_015438.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳獨自前去我不放心
merged_clips\clip_015439.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 淑滿
merged_clips\clip_015440.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 這件事我從頭到尾都沒做錯
merged_clips\clip_015441.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 她能對我怎麼樣
merged_clips\clip_015442.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 可是...
merged_clips\clip_015443.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 好了
merged_clips\clip_015444.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 去備車
merged_clips\clip_015445.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我馬上要去
merged_clips\clip_015446.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 小姐
merged_clips\clip_015447.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 好了快去
merged_clips\clip_015448.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳怕什麼
merged_clips\clip_015449.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 做了什麼虧心事覺得心虛嗎
merged_clips\clip_015450.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我有什麼好心虛的
merged_clips\clip_015451.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 倒是妳
merged_clips\clip_015452.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 還有臉約我見面
merged_clips\clip_015453.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 知道我為什麼
merged_clips\clip_015454.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 約妳在此處見面嗎
merged_clips\clip_015455.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我怎麼知道妳想什麼
merged_clips\clip_015456.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 真的不知道嗎
merged_clips\clip_015457.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳做過什麼事
merged_clips\clip_015458.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 真的都忘了嗎
merged_clips\clip_015459.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳究竟想說什麼
merged_clips\clip_015460.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 既然妳忘了
merged_clips\clip_015461.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 那麼我提醒妳
merged_clips\clip_015462.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 二十年前
merged_clips\clip_015463.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 志寬想娶我進陳家為妾
merged_clips\clip_015464.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 還記得妳的反應如何嗎
merged_clips\clip_015465.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我當然反對
merged_clips\clip_015466.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 這點的確是我對不起妳
merged_clips\clip_015467.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 但我與志寬的感情是真
merged_clips\clip_015468.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 對妳的姐妹情也非虛假
merged_clips\clip_015469.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳說謊
merged_clips\clip_015470.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 當時我也覺得很痛苦、很為難
merged_clips\clip_015471.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 但在我不知所措時
merged_clips\clip_015472.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 有人送了一封信
merged_clips\clip_015473.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 說是志寬給我的
merged_clips\clip_015474.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 志寬那封信上寫了什麼
merged_clips\clip_015475.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳知道嗎
merged_clips\clip_015476.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我不知道
merged_clips\clip_015477.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不知道我就告訴妳
merged_clips\clip_015478.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 那封信寫著
merged_clips\clip_015479.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 因為妳反對我跟志寬在一起
merged_clips\clip_015480.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 所以志寬決定跟我私奔
merged_clips\clip_015481.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 他跟我約在這個碼頭
merged_clips\clip_015482.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 想一起坐船離開
merged_clips\clip_015483.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 結果呢志寬出現了嗎
merged_clips\clip_015484.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 事實證明
merged_clips\clip_015485.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 志寬根本沒把妳放在心上
merged_clips\clip_015486.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 所以沒有出現對不對
merged_clips\clip_015487.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 二十年前如此
merged_clips\clip_015488.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 二十年後依舊如此
merged_clips\clip_015489.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我勸妳還是趁早死心
merged_clips\clip_015490.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不要再破壞我的家庭
merged_clips\clip_015491.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳說得沒錯
merged_clips\clip_015492.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 當晚志寬的確沒有出現
merged_clips\clip_015493.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 他說有事耽誤
merged_clips\clip_015494.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 要我先坐船離開
merged_clips\clip_015495.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 他會趕過來與我會合
merged_clips\clip_015496.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我傻傻地聽了他的話
merged_clips\clip_015497.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 坐船離開大稻埕
merged_clips\clip_015498.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳告訴我這些做什麼
merged_clips\clip_015499.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 要我同情妳還是可憐妳
merged_clips\clip_015500.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 告訴妳不可能
merged_clips\clip_015501.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 像妳這種背叛朋友
merged_clips\clip_015502.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 沒有道義的女人
merged_clips\clip_015503.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 就算死了也不值得我原諒
merged_clips\clip_015504.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 王玉娟
merged_clips\clip_015505.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不管妳這次回大稻埕
merged_clips\clip_015506.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 究竟是什麼原因
merged_clips\clip_015507.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 算我拜託妳
merged_clips\clip_015508.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 趕快離開這裡
merged_clips\clip_015509.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 離開志寬離開我的家
merged_clips\clip_015510.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳急什麼
merged_clips\clip_015511.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我話還沒說完
merged_clips\clip_015512.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我該聽的聽了該說的也說了
merged_clips\clip_015513.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我們還有什麼好說的
merged_clips\clip_015514.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳不想聽還是不敢聽
merged_clips\clip_015515.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我有什麼不敢聽的
merged_clips\clip_015516.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 好妳敢聽我就敢說
merged_clips\clip_015517.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我問妳
merged_clips\clip_015518.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 這封信是誰寫的
merged_clips\clip_015519.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 這封信...
merged_clips\clip_015520.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 沒錯
merged_clips\clip_015521.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 這是我二十幾年前
merged_clips\clip_015522.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 收到的那封信
merged_clips\clip_015523.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳一定沒想到
merged_clips\clip_015524.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我還留著這封信對不對
merged_clips\clip_015525.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 因為這是志寬背叛我
merged_clips\clip_015526.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 令我痛苦多年的證據
merged_clips\clip_015527.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我留著信就是提醒自己
merged_clips\clip_015528.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不能再傻第二次
merged_clips\clip_015529.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 結果真沒想到
merged_clips\clip_015530.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 老天有眼
merged_clips\clip_015531.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 正因如此
merged_clips\clip_015532.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 讓我發現一個
merged_clips\clip_015533.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 欺騙我二十幾年的祕密
merged_clips\clip_015534.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳為何不說話
merged_clips\clip_015535.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不想知道這祕密是什麼嗎
merged_clips\clip_015536.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我沒興趣
merged_clips\clip_015537.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳沒興趣
merged_clips\clip_015538.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 還是根本就知道這祕密是什麼
merged_clips\clip_015539.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 這封信根本不是志寬所寫
merged_clips\clip_015540.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我真傻
merged_clips\clip_015541.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 傻得懷疑志寬是那麼無情的人
merged_clips\clip_015542.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 真正可惡的人不是志寬
merged_clips\clip_015543.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 是冒他之名寫這封信的人
merged_clips\clip_015544.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 那個人就是妳高麗君
merged_clips\clip_015545.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 憑什麼說是我寫的
merged_clips\clip_015546.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 因為只有妳恨我入骨
merged_clips\clip_015547.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 只有妳希望我離開這裡
merged_clips\clip_015548.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 甚至永遠離開世上
merged_clips\clip_015549.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我說錯了嗎
merged_clips\clip_015550.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳至今仍不敢承認
merged_clips\clip_015551.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 高麗君
merged_clips\clip_015552.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 人在做天在看
merged_clips\clip_015553.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 敢做不敢當
merged_clips\clip_015554.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳會遭報應的
merged_clips\clip_015555.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳知道人在做天在看的道理
merged_clips\clip_015556.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我問妳
merged_clips\clip_015557.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 難道妳忘了
merged_clips\clip_015558.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 當初怎麼背叛我、搶我丈夫嗎
merged_clips\clip_015559.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 是妳做錯事在先
merged_clips\clip_015560.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 現在竟然還回頭恐嚇我
merged_clips\clip_015561.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 好既然當初這些不光采的事
merged_clips\clip_015562.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 到現在妳還敢說出來
merged_clips\clip_015563.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我沒什麼好隱瞞的
merged_clips\clip_015564.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 沒錯那封信是我寫的
merged_clips\clip_015565.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我就是要妳離開大稻埕
merged_clips\clip_015566.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳...妳總算承認了
merged_clips\clip_015567.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳怎麼這麼狠心
merged_clips\clip_015568.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我狠難道妳不狠嗎
merged_clips\clip_015569.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 口口聲聲說我是妳的姐妹淘
merged_clips\clip_015570.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 結果呢
merged_clips\clip_015571.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳所做一切
merged_clips\clip_015572.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 都想毀掉我的家庭
merged_clips\clip_015573.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我所有一切
merged_clips\clip_015574.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 難道妳不狠心嗎
merged_clips\clip_015575.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 一場光明正大的比武大會
merged_clips\clip_015576.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 為什麼惹出一連串風波
merged_clips\clip_015577.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 在大稻埕引起
merged_clips\clip_015578.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 料想不到的大紛爭
merged_clips\clip_015579.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 挑戰失敗的眾武館
merged_clips\clip_015580.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 可能善罷干休嗎
merged_clips\clip_015581.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 王玉娟不知道當年被人設計
merged_clips\clip_015582.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 足足恨了陳志寬二十年
merged_clips\clip_015583.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 她能否查出當年被害真相
merged_clips\clip_015584.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 接下來的劇情
merged_clips\clip_015585.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 保證一天比一天精采
merged_clips\clip_015586.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 下週一晚上八點
merged_clips\clip_015587.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 請一定要繼續收看
merged_clips\clip_015588.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 「龍飛鳳舞」
merged_clips\clip_015589.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 阿滿姨娘究竟去哪裡了
merged_clips\clip_015590.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳知道那封信寫了什麼嗎
merged_clips\clip_015591.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳問我我怎麼知道
merged_clips\clip_015592.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳不覺得最近娘很神祕嗎
merged_clips\clip_015593.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 當年究竟發生什麼事
merged_clips\clip_015594.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我真的不知道
merged_clips\clip_015595.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 還說妳不知道
merged_clips\clip_015596.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 男人有三妻四妾很正常
merged_clips\clip_015597.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 尤其像老闆長得那麼英俊
merged_clips\clip_015598.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 有身分、地位
merged_clips\clip_015599.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 他怎麼可以再接受其他人
merged_clips\clip_015600.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你練了一身好功夫
merged_clips\clip_015601.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 打哪兒來師父是誰
merged_clips\clip_015602.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 什麼門派
merged_clips\clip_015603.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你現在怎麼回事
merged_clips\clip_015604.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 吃麵啦
merged_clips\clip_015605.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 今天忠義堂眾英雄光臨天水樓
merged_clips\clip_015606.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 真的讓我很有面子
merged_clips\clip_015607.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我當你是朋友勸你一句
merged_clips\clip_015608.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 在大稻埕
merged_clips\clip_015609.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 最好不要跟忠義堂作對
merged_clips\clip_015610.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不應該讓一群狗
merged_clips\clip_015611.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 來弄得烏煙瘴氣的
merged_clips\clip_015612.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 如果你想繼續在這裡鬧事
merged_clips\clip_015613.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我只好報官處理了
merged_clips\clip_015614.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 這個人那天比武時用過暗器
merged_clips\clip_015615.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 今天他故意找麻煩
merged_clips\clip_015616.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 恐怕又會使什麼小人招數
merged_clips\clip_015617.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 搞什麼...
merged_clips\clip_015618.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 造反了
merged_clips\clip_015619.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你身為大師兄
merged_clips\clip_015620.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 做壞榜樣就是不對
merged_clips\clip_015621.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 李慧娘妳演多少次了
merged_clips\clip_015622.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 竟然會演錯
merged_clips\clip_015623.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 幸好觀眾看不出來
merged_clips\clip_015624.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 否則整場全毀了
merged_clips\clip_015625.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 別說妳無法在此立足
merged_clips\clip_015626.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 整個春禾班真會被笑掉大牙
merged_clips\clip_015627.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 他一定不是人是鬼
merged_clips\clip_015628.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 有你的栽培
merged_clips\clip_015629.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 才有今天的我
merged_clips\clip_015630.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我這條命可以說是你給的
merged_clips\clip_015631.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 這次當是報答師恩
